PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
TEA                                               ,AFGHANISTAN,KGS,423549,0.87
TEA                                               ,ALBANIA,KGS,13440,0.07
TEA                                               ,ALGERIA,KGS,36505,0.06
TEA                                               ,ANDORRA,KGS,62,0.00
TEA                                               ,ANGOLA,KGS,92287,0.51
TEA                                               ,ARGENTINA,KGS,102,0.00
TEA                                               ,ARMENIA,KGS,1000,0.01
TEA                                               ,AUSTRALIA,KGS,2876519,15.58
TEA                                               ,AUSTRIA,KGS,15393,0.10
TEA                                               ,AZERBAIJAN,KGS,660255,2.25
TEA                                               ,BAHARAIN IS,KGS,397155,1.70
TEA                                               ,BANGLADESH PR,KGS,415059,1.53
TEA                                               ,BARBADOS,KGS,1000,0.02
TEA                                               ,BELARUS,KGS,2312,0.02
TEA                                               ,BELGIUM,KGS,1201113,3.48
TEA                                               ,BENIN,KGS,190694,1.15
TEA                                               ,BHUTAN,KGS,379745,1.55
TEA                                               ,BOLIVIA,KGS,22332,0.17
TEA                                               ,BOTSWANA,KGS,125,0.00
TEA                                               ,BR VIRGN IS,KGS,0,0.00
TEA                                               ,BRAZIL,KGS,3116,0.11
TEA                                               ,BRUNEI,KGS,7764,0.03
TEA                                               ,BULGARIA,KGS,28849,0.09
TEA                                               ,BURKINA FASO,KGS,165212,1.13
TEA                                               ,CAMBODIA,KGS,2325,0.01
TEA                                               ,CAMEROON,KGS,24679,0.12
TEA                                               ,CANADA,KGS,2820125,15.28
TEA                                               ,CAYMAN IS,KGS,84,0.00
TEA                                               ,CHILE,KGS,1221,0.02
TEA                                               ,CHINA P RP,KGS,5380263,12.60
TEA                                               ,COLOMBIA,KGS,120944,0.20
TEA                                               ,COMOROS,KGS,0,0.00
TEA                                               ,CONGO D. REP.,KGS,23065,0.11
TEA                                               ,CONGO P REP,KGS,20203,0.13
TEA                                               ,COTE D' IVOIRE,KGS,292900,1.87
TEA                                               ,CROATIA,KGS,32810,0.15
TEA                                               ,CUBA,KGS,15,0.00
TEA                                               ,CYPRUS,KGS,5581,0.04
TEA                                               ,CZECH REPUBLIC,KGS,29482,0.37
TEA                                               ,DENMARK,KGS,60435,0.65
TEA                                               ,DJIBOUTI,KGS,576,0.00
TEA                                               ,DOMINICA,KGS,13,0.00
TEA                                               ,ECUADOR,KGS,0,0.00
TEA                                               ,EGYPT A RP,KGS,2549098,4.48
TEA                                               ,EQUTL GUINEA,KGS,297,0.00
TEA                                               ,ESTONIA,KGS,19221,0.07
TEA                                               ,FIJI IS,KGS,17305,0.14
TEA                                               ,FINLAND,KGS,315552,1.45
TEA                                               ,FR GUIANA,KGS,175,0.01
TEA                                               ,FRANCE,KGS,329473,2.63
TEA                                               ,GABON,KGS,8326,0.06
TEA                                               ,GAMBIA,KGS,213510,0.72
TEA                                               ,GEORGIA,KGS,803377,2.10
TEA                                               ,GERMANY,KGS,8521750,35.34
TEA                                               ,GHANA,KGS,1296964,6.96
TEA                                               ,GREECE,KGS,25984,0.12
TEA                                               ,GUADELOUPE,KGS,14,0.00
TEA                                               ,GUAM,KGS,0,0.00
TEA                                               ,GUATEMALA,KGS,0,0.00
TEA                                               ,GUINEA,KGS,20013,0.07
TEA                                               ,GUINEA BISSAU,KGS,0,0.00
TEA                                               ,GUYANA,KGS,0,0.00
TEA                                               ,HONG KONG,KGS,271293,1.01
TEA                                               ,HUNGARY,KGS,1225,0.01
TEA                                               ,ICELAND,KGS,77343,0.26
TEA                                               ,INDONESIA,KGS,301172,0.96
TEA                                               ,IRAN,KGS,19645849,68.30
TEA                                               ,IRAQ,KGS,13968338,29.63
TEA                                               ,IRELAND,KGS,1860953,19.20
TEA                                               ,ISRAEL,KGS,95213,0.42
TEA                                               ,ITALY,KGS,1580455,10.70
TEA                                               ,JAMAICA,KGS,667,0.00
TEA                                               ,JAPAN,KGS,3076756,20.51
TEA                                               ,JORDAN,KGS,161253,0.72
TEA                                               ,KAZAKHSTAN,KGS,10734927,22.85
TEA                                               ,KENYA,KGS,800426,1.88
TEA                                               ,KIRIBATI REP,KGS,3602,0.02
TEA                                               ,KOREA RP,KGS,312740,4.04
TEA                                               ,KUWAIT,KGS,907746,4.04
TEA                                               ,KYRGHYZSTAN,KGS,128182,0.59
TEA                                               ,LATVIA,KGS,96223,0.27
TEA                                               ,LEBANON,KGS,145824,0.40
TEA                                               ,LIBERIA,KGS,15090,0.08
TEA                                               ,LIBYA,KGS,4656,0.03
TEA                                               ,LITHUANIA,KGS,69177,0.40
TEA                                               ,LUXEMBOURG,KGS,38,0.00
TEA                                               ,MACEDONIA,KGS,0,0.00
TEA                                               ,MADAGASCAR,KGS,1993,0.01
TEA                                               ,MALAWI,KGS,701,0.00
TEA                                               ,MALAYSIA,KGS,2643799,5.08
TEA                                               ,MALDIVES,KGS,164299,0.83
TEA                                               ,MALI,KGS,623651,3.39
TEA                                               ,MALTA,KGS,871,0.01
TEA                                               ,MAURITANIA,KGS,58,0.00
TEA                                               ,MAURITIUS,KGS,43573,0.25
TEA                                               ,MEXICO,KGS,298603,3.90
TEA                                               ,MOLDOVA,KGS,88,0.00
TEA                                               ,MONGOLIA,KGS,403,0.00
TEA                                               ,MOROCCO,KGS,71056,0.31
TEA                                               ,MOZAMBIQUE,KGS,6808,0.04
TEA                                               ,MYANMAR,KGS,623475,4.33
TEA                                               ,NAMIBIA,KGS,72,0.00
TEA                                               ,NEPAL,KGS,203024,0.70
TEA                                               ,NETHERLAND,KGS,2282725,14.55
TEA                                               ,NETHERLANDANTIL,KGS,1981,0.02
TEA                                               ,NEW CALEDONIA,KGS,0,0.00
TEA                                               ,NEW ZEALAND,KGS,278182,1.71
TEA                                               ,NIGER,KGS,100903,0.57
TEA                                               ,NIGERIA,KGS,273129,1.62
TEA                                               ,NORWAY,KGS,36512,0.28
TEA                                               ,OMAN,KGS,481438,2.03
TEA                                               ,PAKISTAN IR,KGS,523952,1.17
TEA                                               ,PANAMA REPUBLIC,KGS,5670,0.03
TEA                                               ,PAPUA N GNA,KGS,1701,0.01
TEA                                               ,PARAGUAY,KGS,5,0.00
TEA                                               ,PERU,KGS,44000,0.07
TEA                                               ,PHILIPPINES,KGS,215096,1.86
TEA                                               ,POLAND,KGS,6198825,16.62
TEA                                               ,PORTUGAL,KGS,19103,0.11
TEA                                               ,QATAR,KGS,1881994,8.06
TEA                                               ,REUNION,KGS,7325,0.07
TEA                                               ,ROMANIA,KGS,155685,0.49
TEA                                               ,RUSSIA,KGS,45065478,91.72
TEA                                               ,RWANDA,KGS,308,0.00
TEA                                               ,SAUDI ARAB,KGS,5974475,25.27
TEA                                               ,SENEGAL,KGS,102962,0.56
TEA                                               ,SERBIA,KGS,14177,0.15
TEA                                               ,SEYCHELLES,KGS,13453,0.05
TEA                                               ,SIERRA LEONE,KGS,170872,0.82
TEA                                               ,SINGAPORE,KGS,756857,4.04
TEA                                               ,SLOVAK REP,KGS,96,0.01
TEA                                               ,SLOVENIA,KGS,119,0.00
TEA                                               ,SOMALIA,KGS,23604,0.07
TEA                                               ,SOUTH AFRICA,KGS,126623,0.74
TEA                                               ,SOUTH SUDAN,KGS,0,0.00
TEA                                               ,SPAIN,KGS,1136054,1.78
TEA                                               ,SRI LANKA DSR,KGS,3150577,7.95
TEA                                               ,ST LUCIA,KGS,0,0.00
TEA                                               ,SUDAN,KGS,2520,0.03
TEA                                               ,SURINAME,KGS,54015,0.19
TEA                                               ,SWAZILAND,KGS,0,0.00
TEA                                               ,SWEDEN,KGS,204410,1.81
TEA                                               ,SWITZERLAND,KGS,198906,0.89
TEA                                               ,SYRIA,KGS,16200,0.03
TEA                                               ,TAIWAN,KGS,3110879,7.98
TEA                                               ,TAJIKISTAN,KGS,278738,0.75
TEA                                               ,TANZANIA REP,KGS,37997,0.17
TEA                                               ,THAILAND,KGS,184617,2.22
TEA                                               ,TIMOR-LESTE,KGS,151,0.00
TEA                                               ,TOGO,KGS,178319,1.13
TEA                                               ,TRINIDAD,KGS,6838,0.07
TEA                                               ,TUNISIA,KGS,2329820,3.74
TEA                                               ,TURKEY,KGS,2920651,9.77
TEA                                               ,TURKMENISTAN,KGS,29125,0.06
TEA                                               ,U ARAB EMTS,KGS,46710236,165.53
TEA                                               ,U K,KGS,11897809,44.26
TEA                                               ,U S A,KGS,13834059,71.14
TEA                                               ,UGANDA,KGS,1350,0.01
TEA                                               ,UKRAINE,KGS,936452,2.44
TEA                                               ,UNSPECIFIED,KGS,0,0.00
TEA                                               ,URUGUAY,KGS,0,0.00
TEA                                               ,UZBEKISTAN,KGS,228122,0.52
TEA                                               ,VANUATU REP,KGS,0,0.00
TEA                                               ,VENEZUELA,KGS,54000,0.64
TEA                                               ,VIETNAM SOC REP,KGS,16389,0.15
TEA                                               ,YEMEN REPUBLC,KGS,54015,0.23
TEA                                               ,ZAMBIA,KGS,13542,0.08
COFFEE                                            ,ALBANIA,KGS,1657344,3.96
COFFEE                                            ,ALGERIA,KGS,485055,1.45
COFFEE                                            ,ANGOLA,KGS,9694,0.06
COFFEE                                            ,ARGENTINA,KGS,0,0.00
COFFEE                                            ,ARMENIA,KGS,470110,2.67
COFFEE                                            ,AUSTRALIA,KGS,5401138,19.87
COFFEE                                            ,AUSTRIA,KGS,105,0.00
COFFEE                                            ,AZERBAIJAN,KGS,5,0.00
COFFEE                                            ,BAHARAIN IS,KGS,96673,0.38
COFFEE                                            ,BANGLADESH PR,KGS,1190713,8.23
COFFEE                                            ,BELARUS,KGS,17790,0.13
COFFEE                                            ,BELGIUM,KGS,27494944,90.33
COFFEE                                            ,BELIZE,KGS,10,0.00
COFFEE                                            ,BENIN,KGS,651805,5.03
COFFEE                                            ,BHUTAN,KGS,96765,0.99
COFFEE                                            ,BOTSWANA,KGS,11702,0.07
COFFEE                                            ,BRAZIL,KGS,10175,0.50
COFFEE                                            ,BRUNEI,KGS,253,0.00
COFFEE                                            ,BULGARIA,KGS,363076,0.97
COFFEE                                            ,BURKINA FASO,KGS,32084,0.31
COFFEE                                            ,C AFRI REP,KGS,3948,0.04
COFFEE                                            ,CAMBODIA,KGS,36,0.00
COFFEE                                            ,CAMEROON,KGS,215132,1.73
COFFEE                                            ,CANADA,KGS,969435,3.72
COFFEE                                            ,CAPE VERDE IS,KGS,0,0.00
COFFEE                                            ,CAYMAN IS,KGS,0,0.00
COFFEE                                            ,CHAD,KGS,17339,0.15
COFFEE                                            ,CHILE,KGS,0,0.00
COFFEE                                            ,CHINA P RP,KGS,290715,1.67
COFFEE                                            ,CONGO D. REP.,KGS,28363,0.19
COFFEE                                            ,CONGO P REP,KGS,244477,2.09
COFFEE                                            ,COSTA RICA,KGS,1,0.00
COFFEE                                            ,COTE D' IVOIRE,KGS,38840,0.32
COFFEE                                            ,CROATIA,KGS,3735800,8.41
COFFEE                                            ,CUBA,KGS,2,0.00
COFFEE                                            ,CYPRUS,KGS,62400,0.33
COFFEE                                            ,CZECH REPUBLIC,KGS,12360,0.07
COFFEE                                            ,DENMARK,KGS,2820,0.01
COFFEE                                            ,ECUADOR,KGS,0,0.00
COFFEE                                            ,EGYPT A RP,KGS,4312127,11.69
COFFEE                                            ,EL SALVADOR,KGS,0,0.00
COFFEE                                            ,EQUTL GUINEA,KGS,8256,0.08
COFFEE                                            ,ESTONIA,KGS,576976,2.31
COFFEE                                            ,FIJI IS,KGS,9024,0.12
COFFEE                                            ,FINLAND,KGS,411704,2.59
COFFEE                                            ,FR POLYNESIA,KGS,18264,0.16
COFFEE                                            ,FRANCE,KGS,2301631,8.62
COFFEE                                            ,GABON,KGS,71821,0.54
COFFEE                                            ,GAMBIA,KGS,19059,0.17
COFFEE                                            ,GEORGIA,KGS,454330,2.62
COFFEE                                            ,GERMANY,KGS,41147978,122.50
COFFEE                                            ,GHANA,KGS,398563,3.71
COFFEE                                            ,GREECE,KGS,7071920,18.35
COFFEE                                            ,GUAM,KGS,0,0.00
COFFEE                                            ,GUINEA,KGS,170488,1.61
COFFEE                                            ,HONG KONG,KGS,4209,0.05
COFFEE                                            ,HUNGARY,KGS,275,0.01
COFFEE                                            ,INDONESIA,KGS,2197553,13.34
COFFEE                                            ,IRAN,KGS,2646135,6.56
COFFEE                                            ,IRAQ,KGS,774177,4.71
COFFEE                                            ,IRELAND,KGS,62868,0.24
COFFEE                                            ,ISRAEL,KGS,5883527,17.00
COFFEE                                            ,ITALY,KGS,58038764,148.76
COFFEE                                            ,JAMAICA,KGS,6,0.00
COFFEE                                            ,JAPAN,KGS,488383,3.99
COFFEE                                            ,JORDAN,KGS,13517282,51.59
COFFEE                                            ,KAZAKHSTAN,KGS,21447,0.16
COFFEE                                            ,KENYA,KGS,102826,0.57
COFFEE                                            ,KIRIBATI REP,KGS,0,0.00
COFFEE                                            ,KOREA RP,KGS,5382501,16.72
COFFEE                                            ,KUWAIT,KGS,6692457,29.14
COFFEE                                            ,KYRGHYZSTAN,KGS,92,0.00
COFFEE                                            ,LATVIA,KGS,655541,2.31
COFFEE                                            ,LEBANON,KGS,2191018,6.56
COFFEE                                            ,LIBERIA,KGS,118,0.00
COFFEE                                            ,LIBYA,KGS,11829922,29.29
COFFEE                                            ,LITHUANIA,KGS,92698,0.37
COFFEE                                            ,LUXEMBOURG,KGS,19200,0.13
COFFEE                                            ,MADAGASCAR,KGS,174,0.00
COFFEE                                            ,MALAWI,KGS,39,0.00
COFFEE                                            ,MALAYSIA,KGS,4025795,22.70
COFFEE                                            ,MALDIVES,KGS,9909,0.07
COFFEE                                            ,MALI,KGS,87347,0.64
COFFEE                                            ,MALTA,KGS,0,0.00
COFFEE                                            ,MAURITANIA,KGS,101004,0.88
COFFEE                                            ,MAURITIUS,KGS,10096,0.04
COFFEE                                            ,MEXICO,KGS,14856,0.09
COFFEE                                            ,MOLDOVA,KGS,10080,0.10
COFFEE                                            ,MONGOLIA,KGS,7850,0.06
COFFEE                                            ,MONTENEGRO,KGS,1592880,3.47
COFFEE                                            ,MOROCCO,KGS,1020602,2.57
COFFEE                                            ,MOZAMBIQUE,KGS,112,0.00
COFFEE                                            ,MYANMAR,KGS,467925,2.88
COFFEE                                            ,NEPAL,KGS,680267,5.86
COFFEE                                            ,NETHERLAND,KGS,1793685,8.96
COFFEE                                            ,NEW ZEALAND,KGS,421556,1.67
COFFEE                                            ,NIGER,KGS,105154,0.73
COFFEE                                            ,NIGERIA,KGS,312256,1.93
COFFEE                                            ,NORWAY,KGS,200321,1.07
COFFEE                                            ,OMAN,KGS,549208,2.06
COFFEE                                            ,PAKISTAN IR,KGS,9696,0.06
COFFEE                                            ,PANAMA REPUBLIC,KGS,0,0.00
COFFEE                                            ,PAPUA N GNA,KGS,2528,0.00
COFFEE                                            ,PERU,KGS,22724,0.29
COFFEE                                            ,PHILIPPINES,KGS,295,0.01
COFFEE                                            ,POLAND,KGS,7774708,45.03
COFFEE                                            ,PORTUGAL,KGS,1502008,3.51
COFFEE                                            ,QATAR,KGS,176011,0.73
COFFEE                                            ,REUNION,KGS,0,0.00
COFFEE                                            ,ROMANIA,KGS,990263,3.66
COFFEE                                            ,RUSSIA,KGS,16632003,104.71
COFFEE                                            ,RWANDA,KGS,303,0.00
COFFEE                                            ,SAUDI ARAB,KGS,6495696,25.08
COFFEE                                            ,SENEGAL,KGS,462337,4.24
COFFEE                                            ,SEYCHELLES,KGS,199,0.00
COFFEE                                            ,SIERRA LEONE,KGS,12797,0.05
COFFEE                                            ,SINGAPORE,KGS,353792,2.04
COFFEE                                            ,SLOVAK REP,KGS,0,0.00
COFFEE                                            ,SLOVENIA,KGS,5104685,11.86
COFFEE                                            ,SOMALIA,KGS,1,0.00
COFFEE                                            ,SOUTH AFRICA,KGS,150318,0.74
COFFEE                                            ,SPAIN,KGS,4748300,12.62
COFFEE                                            ,SRI LANKA DSR,KGS,97844,0.59
COFFEE                                            ,SUDAN,KGS,155958,0.40
COFFEE                                            ,SWAZILAND,KGS,0,0.00
COFFEE                                            ,SWEDEN,KGS,191347,0.84
COFFEE                                            ,SWITZERLAND,KGS,1154169,6.01
COFFEE                                            ,SYRIA,KGS,3019975,8.46
COFFEE                                            ,TAIWAN,KGS,1282383,6.05
COFFEE                                            ,TAJIKISTAN,KGS,37800,0.27
COFFEE                                            ,TANZANIA REP,KGS,1407,0.01
COFFEE                                            ,THAILAND,KGS,18802,0.12
COFFEE                                            ,TOGO,KGS,349665,3.48
COFFEE                                            ,TRINIDAD,KGS,3637,0.03
COFFEE                                            ,TUNISIA,KGS,2335288,5.48
COFFEE                                            ,TURKEY,KGS,14239924,47.08
COFFEE                                            ,TURKMENISTAN,KGS,73074,0.55
COFFEE                                            ,U ARAB EMTS,KGS,13805436,45.38
COFFEE                                            ,U K,KGS,3406481,20.12
COFFEE                                            ,U S A,KGS,6380694,60.70
COFFEE                                            ,UGANDA,KGS,120,0.00
COFFEE                                            ,UKRAINE,KGS,234903,1.55
COFFEE                                            ,US MINOR OUTLYING ISLANDS,KGS,250,0.00
COFFEE                                            ,UZBEKISTAN,KGS,127926,0.78
COFFEE                                            ,VIETNAM SOC REP,KGS,2143524,7.59
COFFEE                                            ,ZAMBIA,KGS,448,0.00
RICE BASMOTI                                      ,AFGHANISTAN,TON,0,0.00
RICE BASMOTI                                      ,ALBANIA,TON,46,0.05
RICE BASMOTI                                      ,ALGERIA,TON,24078,24.84
RICE BASMOTI                                      ,ANGOLA,TON,2352,2.97
RICE BASMOTI                                      ,ARGENTINA,TON,25,0.03
RICE BASMOTI                                      ,ARMENIA,TON,360,0.43
RICE BASMOTI                                      ,AUSTRALIA,TON,45236,56.12
RICE BASMOTI                                      ,AUSTRIA,TON,216,0.33
RICE BASMOTI                                      ,AZERBAIJAN,TON,4069,3.81
RICE BASMOTI                                      ,BAHARAIN IS,TON,39801,41.88
RICE BASMOTI                                      ,BANGLADESH PR,TON,6282,7.42
RICE BASMOTI                                      ,BELARUS,TON,155,0.14
RICE BASMOTI                                      ,BELGIUM,TON,8218,9.72
RICE BASMOTI                                      ,BENIN,TON,1567,1.53
RICE BASMOTI                                      ,BHUTAN,TON,9808,6.11
RICE BASMOTI                                      ,BOSNIA-HRZGOVIN,TON,133,0.16
RICE BASMOTI                                      ,BOTSWANA,TON,226,0.27
RICE BASMOTI                                      ,BRAZIL,TON,34,0.03
RICE BASMOTI                                      ,BRUNEI,TON,566,0.71
RICE BASMOTI                                      ,BULGARIA,TON,418,0.46
RICE BASMOTI                                      ,BURKINA FASO,TON,66,0.06
RICE BASMOTI                                      ,C AFRI REP,TON,441,0.41
RICE BASMOTI                                      ,CAMBODIA,TON,133,0.17
RICE BASMOTI                                      ,CAMEROON,TON,517,0.53
RICE BASMOTI                                      ,CANADA,TON,63288,74.40
RICE BASMOTI                                      ,CAPE VERDE IS,TON,0,0.00
RICE BASMOTI                                      ,CAYMAN IS,TON,103,0.11
RICE BASMOTI                                      ,CHILE,TON,200,0.26
RICE BASMOTI                                      ,CHINA P RP,TON,1131,1.28
RICE BASMOTI                                      ,COLOMBIA,TON,75,0.09
RICE BASMOTI                                      ,COMOROS,TON,5901,7.25
RICE BASMOTI                                      ,CONGO D. REP.,TON,320,0.36
RICE BASMOTI                                      ,CONGO P REP,TON,300,0.32
RICE BASMOTI                                      ,COSTA RICA,TON,20,0.03
RICE BASMOTI                                      ,COTE D' IVOIRE,TON,1352,1.25
RICE BASMOTI                                      ,CROATIA,TON,224,0.26
RICE BASMOTI                                      ,CYPRUS,TON,1135,1.44
RICE BASMOTI                                      ,CZECH REPUBLIC,TON,120,0.16
RICE BASMOTI                                      ,DENMARK,TON,856,1.07
RICE BASMOTI                                      ,DJIBOUTI,TON,13490,11.08
RICE BASMOTI                                      ,DOMINIC REP,TON,0,0.00
RICE BASMOTI                                      ,ECUADOR,TON,0,0.00
RICE BASMOTI                                      ,EGYPT A RP,TON,32721,35.85
RICE BASMOTI                                      ,EQUTL GUINEA,TON,0,0.00
RICE BASMOTI                                      ,ESTONIA,TON,167,0.19
RICE BASMOTI                                      ,ETHIOPIA,TON,4751,3.61
RICE BASMOTI                                      ,FIJI IS,TON,599,0.71
RICE BASMOTI                                      ,FINLAND,TON,403,0.48
RICE BASMOTI                                      ,FRANCE,TON,7571,8.81
RICE BASMOTI                                      ,GABON,TON,159,0.17
RICE BASMOTI                                      ,GAMBIA,TON,985,0.69
RICE BASMOTI                                      ,GEORGIA,TON,3495,3.68
RICE BASMOTI                                      ,GERMANY,TON,9677,12.76
RICE BASMOTI                                      ,GHANA,TON,2674,2.95
RICE BASMOTI                                      ,GREECE,TON,2137,1.99
RICE BASMOTI                                      ,GUADELOUPE,TON,44,0.05
RICE BASMOTI                                      ,GUATEMALA,TON,26,0.01
RICE BASMOTI                                      ,GUINEA,TON,71,0.07
RICE BASMOTI                                      ,GUINEA BISSAU,TON,0,0.00
RICE BASMOTI                                      ,GUYANA,TON,23,0.04
RICE BASMOTI                                      ,HAITI,TON,55,0.04
RICE BASMOTI                                      ,HONG KONG,TON,1070,1.39
RICE BASMOTI                                      ,HUNGARY,TON,89,0.10
RICE BASMOTI                                      ,INDONESIA,TON,4889,5.20
RICE BASMOTI                                      ,IRAN,TON,998877,980.14
RICE BASMOTI                                      ,IRAQ,TON,364068,375.41
RICE BASMOTI                                      ,IRELAND,TON,1308,1.54
RICE BASMOTI                                      ,ISRAEL,TON,58553,64.46
RICE BASMOTI                                      ,ITALY,TON,26388,29.31
RICE BASMOTI                                      ,JAMAICA,TON,615,0.89
RICE BASMOTI                                      ,JAPAN,TON,1941,2.51
RICE BASMOTI                                      ,JORDAN,TON,105738,116.06
RICE BASMOTI                                      ,KAZAKHSTAN,TON,366,0.42
RICE BASMOTI                                      ,KENYA,TON,20373,19.57
RICE BASMOTI                                      ,KOREA RP,TON,812,0.87
RICE BASMOTI                                      ,KUWAIT,TON,156444,158.84
RICE BASMOTI                                      ,KYRGHYZSTAN,TON,116,0.11
RICE BASMOTI                                      ,LATVIA,TON,45,0.06
RICE BASMOTI                                      ,LEBANON,TON,10873,11.99
RICE BASMOTI                                      ,LIBERIA,TON,123,0.13
RICE BASMOTI                                      ,LIBYA,TON,3646,3.62
RICE BASMOTI                                      ,LITHUANIA,TON,89,0.12
RICE BASMOTI                                      ,LUXEMBOURG,TON,20,0.03
RICE BASMOTI                                      ,MADAGASCAR,TON,151,0.16
RICE BASMOTI                                      ,MALAWI,TON,5,0.01
RICE BASMOTI                                      ,MALAYSIA,TON,72663,72.92
RICE BASMOTI                                      ,MALDIVES,TON,3835,4.32
RICE BASMOTI                                      ,MALI,TON,627,0.63
RICE BASMOTI                                      ,MALTA,TON,433,0.57
RICE BASMOTI                                      ,MAURITANIA,TON,7534,7.41
RICE BASMOTI                                      ,MAURITIUS,TON,28373,33.83
RICE BASMOTI                                      ,MAYOTTE,TON,63,0.08
RICE BASMOTI                                      ,MEXICO,TON,678,0.75
RICE BASMOTI                                      ,MOLDOVA,TON,200,0.21
RICE BASMOTI                                      ,MONGOLIA,TON,119,0.13
RICE BASMOTI                                      ,MOROCCO,TON,3091,3.53
RICE BASMOTI                                      ,MOZAMBIQUE,TON,1686,1.89
RICE BASMOTI                                      ,MYANMAR,TON,163,0.17
RICE BASMOTI                                      ,NAMIBIA,TON,0,0.00
RICE BASMOTI                                      ,NEPAL,TON,46593,38.58
RICE BASMOTI                                      ,NETHERLAND,TON,70827,72.35
RICE BASMOTI                                      ,NETHERLANDANTIL,TON,317,0.41
RICE BASMOTI                                      ,NEW ZEALAND,TON,6017,6.49
RICE BASMOTI                                      ,NIGER,TON,369,0.36
RICE BASMOTI                                      ,NIGERIA,TON,3027,3.72
RICE BASMOTI                                      ,NORWAY,TON,1272,1.95
RICE BASMOTI                                      ,OMAN,TON,112257,125.25
RICE BASMOTI                                      ,PAKISTAN IR,TON,716,0.59
RICE BASMOTI                                      ,PANAMA REPUBLIC,TON,85,0.12
RICE BASMOTI                                      ,PAPUA N GNA,TON,6,0.01
RICE BASMOTI                                      ,PERU,TON,0,0.00
RICE BASMOTI                                      ,PHILIPPINES,TON,1013,1.30
RICE BASMOTI                                      ,POLAND,TON,1947,1.94
RICE BASMOTI                                      ,PORTUGAL,TON,5356,5.88
RICE BASMOTI                                      ,QATAR,TON,92141,92.54
RICE BASMOTI                                      ,REUNION,TON,11321,12.54
RICE BASMOTI                                      ,ROMANIA,TON,1292,1.50
RICE BASMOTI                                      ,RUSSIA,TON,11382,12.44
RICE BASMOTI                                      ,RWANDA,TON,0,0.00
RICE BASMOTI                                      ,SAUDI ARAB,TON,954732,1036.72
RICE BASMOTI                                      ,SENEGAL,TON,748,0.84
RICE BASMOTI                                      ,SEYCHELLES,TON,5258,5.94
RICE BASMOTI                                      ,SIERRA LEONE,TON,57,0.07
RICE BASMOTI                                      ,SINGAPORE,TON,12453,15.33
RICE BASMOTI                                      ,SLOVENIA,TON,523,0.83
RICE BASMOTI                                      ,SOMALIA,TON,9348,9.45
RICE BASMOTI                                      ,SOUTH AFRICA,TON,17660,20.18
RICE BASMOTI                                      ,SOUTH SUDAN,TON,0,0.00
RICE BASMOTI                                      ,SPAIN,TON,8995,9.24
RICE BASMOTI                                      ,SRI LANKA DSR,TON,1727,1.71
RICE BASMOTI                                      ,ST LUCIA,TON,1,0.00
RICE BASMOTI                                      ,SUDAN,TON,5345,5.34
RICE BASMOTI                                      ,SURINAME,TON,1,0.00
RICE BASMOTI                                      ,SWEDEN,TON,4449,5.63
RICE BASMOTI                                      ,SWITZERLAND,TON,1854,2.89
RICE BASMOTI                                      ,SYRIA,TON,6608,7.26
RICE BASMOTI                                      ,TAIWAN,TON,76,0.11
RICE BASMOTI                                      ,TAJIKISTAN,TON,43,0.05
RICE BASMOTI                                      ,TANZANIA REP,TON,10018,10.97
RICE BASMOTI                                      ,THAILAND,TON,2257,2.75
RICE BASMOTI                                      ,TIMOR-LESTE,TON,1,0.00
RICE BASMOTI                                      ,TOGO,TON,942,0.95
RICE BASMOTI                                      ,TRINIDAD,TON,268,0.35
RICE BASMOTI                                      ,TUNISIA,TON,80,0.05
RICE BASMOTI                                      ,TURKEY,TON,23086,23.63
RICE BASMOTI                                      ,TURKMENISTAN,TON,69,0.08
RICE BASMOTI                                      ,U ARAB EMTS,TON,315513,334.93
RICE BASMOTI                                      ,U K,TON,143685,137.26
RICE BASMOTI                                      ,U S A,TON,204027,239.32
RICE BASMOTI                                      ,UGANDA,TON,187,0.23
RICE BASMOTI                                      ,UKRAINE,TON,191,0.22
RICE BASMOTI                                      ,UNSPECIFIED,TON,203,0.24
RICE BASMOTI                                      ,URUGUAY,TON,5,0.01
RICE BASMOTI                                      ,UZBEKISTAN,TON,50,0.06
RICE BASMOTI                                      ,VENEZUELA,TON,67,0.09
RICE BASMOTI                                      ,VIETNAM SOC REP,TON,256,0.32
RICE BASMOTI                                      ,YEMEN REPUBLC,TON,289602,307.57
RICE BASMOTI                                      ,ZAMBIA,TON,4,0.01
RICE(OTHER THAN BASMOTI)                          ,AFGHANISTAN,TON,23,0.02
RICE(OTHER THAN BASMOTI)                          ,ALBANIA,TON,264,0.11
RICE(OTHER THAN BASMOTI)                          ,ALGERIA,TON,94986,37.89
RICE(OTHER THAN BASMOTI)                          ,ANGOLA,TON,411610,139.61
RICE(OTHER THAN BASMOTI)                          ,ARMENIA,TON,8,0.01
RICE(OTHER THAN BASMOTI)                          ,AUSTRALIA,TON,12550,7.27
RICE(OTHER THAN BASMOTI)                          ,AZERBAIJAN,TON,1341,0.48
RICE(OTHER THAN BASMOTI)                          ,BAHARAIN IS,TON,18616,10.85
RICE(OTHER THAN BASMOTI)                          ,BANGLADESH PR,TON,841435,305.94
RICE(OTHER THAN BASMOTI)                          ,BARBADOS,TON,28,0.02
RICE(OTHER THAN BASMOTI)                          ,BELARUS,TON,641,0.27
