PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
COTTON RAW INCLD. WASTE                           ,TAIWAN,TON,0,0
COTTON RAW INCLD. WASTE                           ,TAJIKISTAN,TON,0,0
COTTON RAW INCLD. WASTE                           ,TANZANIA REP,TON,1297,2.9
COTTON RAW INCLD. WASTE                           ,TOGO,TON,680,1.44
COTTON RAW INCLD. WASTE                           ,TURKEY,TON,2800,9.29
COTTON RAW INCLD. WASTE                           ,U ARAB EMTS,TON,0,0
COTTON RAW INCLD. WASTE                           ,U S A,TON,67589,229.51
COTTON RAW INCLD. WASTE                           ,UGANDA,TON,0,0
COTTON RAW INCLD. WASTE                           ,VIETNAM SOC REP,TON,23,0.03
VEGETABLE OILS                                    ,ALGERIA,TON,8027,11.8
VEGETABLE OILS                                    ,ARGENTINA,TON,2363576,3267.41
VEGETABLE OILS                                    ,AUSTRALIA,TON,0,0
VEGETABLE OILS                                    ,BAHARAIN IS,TON,0,0
VEGETABLE OILS                                    ,BANGLADESH PR,TON,32221,54.38
VEGETABLE OILS                                    ,BELGIUM,TON,424,0.82
VEGETABLE OILS                                    ,BENIN,TON,7844,13.64
VEGETABLE OILS                                    ,BRAZIL,TON,763959,1059.28
VEGETABLE OILS                                    ,BULGARIA,TON,16000,23.26
VEGETABLE OILS                                    ,BURKINA FASO,TON,0,0
VEGETABLE OILS                                    ,CAMBODIA,TON,17601,21.32
VEGETABLE OILS                                    ,CAMEROON,TON,0,0
VEGETABLE OILS                                    ,CANADA,TON,0,0
VEGETABLE OILS                                    ,CHINA P RP,TON,247,0.91
VEGETABLE OILS                                    ,COTE D' IVOIRE,TON,29971,32.87
VEGETABLE OILS                                    ,CROATIA,TON,0,0
VEGETABLE OILS                                    ,CZECH REPUBLIC,TON,0,0
VEGETABLE OILS                                    ,DENMARK,TON,0,0
VEGETABLE OILS                                    ,EGYPT A RP,TON,35000,48.92
VEGETABLE OILS                                    ,FRANCE,TON,68,0.3
VEGETABLE OILS                                    ,GERMANY,TON,18163,28.08
VEGETABLE OILS                                    ,GHANA,TON,0,0
VEGETABLE OILS                                    ,GREECE,TON,10,0.04
VEGETABLE OILS                                    ,GUINEA,TON,18172,20.78
VEGETABLE OILS                                    ,HONG KONG,TON,0,0
VEGETABLE OILS                                    ,HUNGARY,TON,0,0
VEGETABLE OILS                                    ,INDONESIA,TON,3307052,4085.76
VEGETABLE OILS                                    ,ITALY,TON,9194,17.29
VEGETABLE OILS                                    ,JAPAN,TON,4,0.03
VEGETABLE OILS                                    ,KENYA,TON,10,0.08
VEGETABLE OILS                                    ,KOREA RP,TON,0,0
VEGETABLE OILS                                    ,LAO PD RP,TON,0,0
VEGETABLE OILS                                    ,LATVIA,TON,0,0
VEGETABLE OILS                                    ,LIBERIA,TON,6576,8.12
VEGETABLE OILS                                    ,LITHUANIA,TON,0,0
VEGETABLE OILS                                    ,MALAYSIA,TON,3493915,4420.79
VEGETABLE OILS                                    ,MEXICO,TON,3,0.04
VEGETABLE OILS                                    ,MOLDOVA,TON,0,0
VEGETABLE OILS                                    ,MOROCCO,TON,0,0.02
VEGETABLE OILS                                    ,NAMIBIA,TON,0,0
VEGETABLE OILS                                    ,NEPAL,TON,497436,891.62
VEGETABLE OILS                                    ,NETHERLAND,TON,199198,266.83
VEGETABLE OILS                                    ,NEW ZEALAND,TON,0,0
VEGETABLE OILS                                    ,NIGERIA,TON,143,0.29
VEGETABLE OILS                                    ,PAPUA N GNA,TON,249904,310.54
VEGETABLE OILS                                    ,PARAGUAY,TON,0,0
VEGETABLE OILS                                    ,PHILIPPINES,TON,5307,7.16
VEGETABLE OILS                                    ,POLAND,TON,0,0
VEGETABLE OILS                                    ,PORTUGAL,TON,153,0.06
VEGETABLE OILS                                    ,ROMANIA,TON,17398,22.38
VEGETABLE OILS                                    ,RUSSIA,TON,350274,494.13
VEGETABLE OILS                                    ,SAUDI ARAB,TON,4876,5.57
VEGETABLE OILS                                    ,SERBIA,TON,0,0
VEGETABLE OILS                                    ,SIERRA LEONE,TON,1076,1.2
VEGETABLE OILS                                    ,SINGAPORE,TON,358186,457.92
VEGETABLE OILS                                    ,SLOVENIA,TON,0,0
VEGETABLE OILS                                    ,SOLOMON IS,TON,3298,3.58
VEGETABLE OILS                                    ,SOUTH AFRICA,TON,0,0.02
VEGETABLE OILS                                    ,SPAIN,TON,10203,43.8
VEGETABLE OILS                                    ,SRI LANKA DSR,TON,26007,39.85
VEGETABLE OILS                                    ,SWITZERLAND,TON,131213,167.05
VEGETABLE OILS                                    ,TAIWAN,TON,4998,7.47
VEGETABLE OILS                                    ,THAILAND,TON,563110,712.49
VEGETABLE OILS                                    ,TOGO,TON,421,0.69
VEGETABLE OILS                                    ,TUNISIA,TON,29,0.11
VEGETABLE OILS                                    ,TURKEY,TON,67413,99.87
VEGETABLE OILS                                    ,U ARAB EMTS,TON,39597,53.99
VEGETABLE OILS                                    ,U K,TON,0,0.03
VEGETABLE OILS                                    ,U S A,TON,112717,165.94
VEGETABLE OILS                                    ,UKRAINE,TON,1498121,2110.04
VEGETABLE OILS                                    ,UNSPECIFIED,TON,0,0
VEGETABLE OILS                                    ,VIETNAM SOC REP,TON,9041,13.06
PULSES                                            ,AFGHANISTAN,TON,22252,23.7
PULSES                                            ,ARGENTINA,TON,10443,8.69
PULSES                                            ,AUSTRALIA,TON,157933,123.73
PULSES                                            ,BRAZIL,TON,57771,71.86
PULSES                                            ,CANADA,TON,526729,411.24
PULSES                                            ,CHINA P RP,TON,15676,24.77
PULSES                                            ,DJIBOUTI,TON,10946,11.42
PULSES                                            ,ETHIOPIA,TON,18980,18.04
PULSES                                            ,IRAN,TON,468,0.48
PULSES                                            ,KENYA,TON,27394,22.76
PULSES                                            ,KYRGHYZSTAN,TON,1015,1.28
PULSES                                            ,LEBANON,TON,0,0
PULSES                                            ,MADAGASCAR,TON,2940,2.73
PULSES                                            ,MALAWI,TON,61563,43.55
PULSES                                            ,MALAYSIA,TON,265,0.28
PULSES                                            ,MALDIVES,TON,0,0
PULSES                                            ,MEXICO,TON,413,0.36
PULSES                                            ,MOZAMBIQUE,TON,382993,289.75
PULSES                                            ,MYANMAR,TON,859925,759.05
PULSES                                            ,NETHERLAND,TON,265,0.2
PULSES                                            ,NETHERLANDANTIL,TON,0,0
PULSES                                            ,NIGERIA,TON,741,0.59
PULSES                                            ,POLAND,TON,0,0
PULSES                                            ,RUSSIA,TON,209,0.09
PULSES                                            ,RWANDA,TON,120,0.1
PULSES                                            ,SAUDI ARAB,TON,62,0.02
PULSES                                            ,SINGAPORE,TON,25145,21.68
PULSES                                            ,SOUTH AFRICA,TON,6710,6.59
PULSES                                            ,SPAIN,TON,20,0.02
PULSES                                            ,SRI LANKA DSR,TON,1950,1.41
PULSES                                            ,SUDAN,TON,89446,70.18
PULSES                                            ,TAIWAN,TON,0,0
PULSES                                            ,TANZANIA REP,TON,354453,263.02
PULSES                                            ,THAILAND,TON,96,0.09
PULSES                                            ,TURKEY,TON,6956,7.5
PULSES                                            ,TURKMENISTAN,TON,150,0.12
PULSES                                            ,U ARAB EMTS,TON,29772,22.65
PULSES                                            ,U K,TON,1,0
PULSES                                            ,U S A,TON,2885,2.03
PULSES                                            ,UGANDA,TON,18796,15.24
PULSES                                            ,UKRAINE,TON,175,0.1
PULSES                                            ,UNSPECIFIED,TON,25,0.03
PULSES                                            ,URUGUAY,TON,87,0.08
PULSES                                            ,UZBEKISTAN,TON,1524,1.59
PULSES                                            ,VENEZUELA,TON,2400,1.91
FRESH FRUITS                                      ,AFGHANISTAN,TON,61268,311.85
FRESH FRUITS                                      ,ALGERIA,TON,2305,2.23
FRESH FRUITS                                      ,ARGENTINA,TON,1969,1.97
FRESH FRUITS                                      ,AUSTRALIA,TON,28148,106.01
FRESH FRUITS                                      ,BAHARAIN IS,TON,28,0.02
FRESH FRUITS                                      ,BANGLADESH PR,TON,0,0
FRESH FRUITS                                      ,BELGIUM,TON,1992,2.07
FRESH FRUITS                                      ,BENIN,TON,0,0
FRESH FRUITS                                      ,BHUTAN,TON,241,0.07
FRESH FRUITS                                      ,BRAZIL,TON,23963,21.71
FRESH FRUITS                                      ,CANADA,TON,969,4.07
FRESH FRUITS                                      ,CHILE,TON,96366,137.26
FRESH FRUITS                                      ,CHINA P RP,TON,7615,10.03
FRESH FRUITS                                      ,CROATIA,TON,42,0.03
FRESH FRUITS                                      ,CZECH REPUBLIC,TON,0,0
FRESH FRUITS                                      ,EGYPT A RP,TON,141654,79.56
FRESH FRUITS                                      ,FRANCE,TON,3101,2.85
FRESH FRUITS                                      ,GEORGIA,TON,0,0
FRESH FRUITS                                      ,GERMANY,TON,154,0.28
FRESH FRUITS                                      ,GREECE,TON,2173,3.85
FRESH FRUITS                                      ,HONG KONG,TON,176,0.62
FRESH FRUITS                                      ,INDONESIA,TON,7383,16.57
FRESH FRUITS                                      ,IRAN,TON,214988,207.98
FRESH FRUITS                                      ,IRAQ,TON,199796,77.64
FRESH FRUITS                                      ,ISRAEL,TON,593,4.08
FRESH FRUITS                                      ,ITALY,TON,52039,55.23
FRESH FRUITS                                      ,JAPAN,TON,0,0.01
FRESH FRUITS                                      ,JORDAN,TON,144,0.3
FRESH FRUITS                                      ,KENYA,TON,11,0.09
FRESH FRUITS                                      ,KOREA RP,TON,0,0
FRESH FRUITS                                      ,KYRGHYZSTAN,TON,16,0.14
FRESH FRUITS                                      ,LEBANON,TON,0,0
FRESH FRUITS                                      ,LIBYA,TON,19,0.02
FRESH FRUITS                                      ,MALAWI,TON,48,0.26
FRESH FRUITS                                      ,MALAYSIA,TON,251,0.81
FRESH FRUITS                                      ,MALDIVES,TON,0,0
FRESH FRUITS                                      ,MAURITIUS,TON,2,0
FRESH FRUITS                                      ,MOLDOVA,TON,0,0
FRESH FRUITS                                      ,MOROCCO,TON,771,0.7
FRESH FRUITS                                      ,MYANMAR,TON,7724,27.16
FRESH FRUITS                                      ,NAMIBIA,TON,0,0
FRESH FRUITS                                      ,NEPAL,TON,576,1.49
FRESH FRUITS                                      ,NETHERLAND,TON,1550,3.61
FRESH FRUITS                                      ,NEW ZEALAND,TON,37055,56.39
FRESH FRUITS                                      ,OMAN,TON,6597,9.43
FRESH FRUITS                                      ,PAKISTAN IR,TON,401,1.15
FRESH FRUITS                                      ,PERU,TON,294,0.93
FRESH FRUITS                                      ,PHILIPPINES,TON,0,0
FRESH FRUITS                                      ,POLAND,TON,11298,9.77
FRESH FRUITS                                      ,PORTUGAL,TON,519,0.53
FRESH FRUITS                                      ,QATAR,TON,29,0.02
FRESH FRUITS                                      ,ROMANIA,TON,0,0
FRESH FRUITS                                      ,RUSSIA,TON,0,0
FRESH FRUITS                                      ,SAUDI ARAB,TON,12231,11.51
FRESH FRUITS                                      ,SERBIA,TON,2295,2.24
FRESH FRUITS                                      ,SINGAPORE,TON,352,1.43
FRESH FRUITS                                      ,SLOVENIA,TON,20,0.02
FRESH FRUITS                                      ,SOUTH AFRICA,TON,55592,51.03
FRESH FRUITS                                      ,SPAIN,TON,1135,1.41
FRESH FRUITS                                      ,SRI LANKA DSR,TON,16318,56.15
FRESH FRUITS                                      ,STATE OF PALESTINE,TON,99,0.3
FRESH FRUITS                                      ,SYRIA,TON,417,2.15
FRESH FRUITS                                      ,TAIWAN,TON,0,0
FRESH FRUITS                                      ,TAJIKISTAN,TON,4,0.01
FRESH FRUITS                                      ,TANZANIA REP,TON,30,0.09
FRESH FRUITS                                      ,THAILAND,TON,1665,2.74
FRESH FRUITS                                      ,TUNISIA,TON,3483,3.43
FRESH FRUITS                                      ,TURKEY,TON,97859,88.12
FRESH FRUITS                                      ,U ARAB EMTS,TON,219512,203.56
FRESH FRUITS                                      ,U K,TON,0,0
FRESH FRUITS                                      ,U S A,TON,211907,858.54
FRESH FRUITS                                      ,UGANDA,TON,0,0
FRESH FRUITS                                      ,UKRAINE,TON,10,0.02
FRESH FRUITS                                      ,UZBEKISTAN,TON,1,0.01
FRESH FRUITS                                      ,VIETNAM SOC REP,TON,15296,18.79
FRESH FRUITS                                      ,ZIMBABWE,TON,0,0
FRESH VEGETABLES                                  ,AFGHANISTAN,TON,23727,12.21
FRESH VEGETABLES                                  ,ALGERIA,TON,25,0.03
FRESH VEGETABLES                                  ,AUSTRIA,TON,0,0
FRESH VEGETABLES                                  ,BANGLADESH PR,TON,2667,0.35
FRESH VEGETABLES                                  ,BELGIUM,TON,17,0.03
FRESH VEGETABLES                                  ,BHUTAN,TON,3793,0.86
FRESH VEGETABLES                                  ,BRAZIL,TON,0,0
FRESH VEGETABLES                                  ,CANADA,TON,0,0
FRESH VEGETABLES                                  ,CHINA P RP,TON,23,0.03
FRESH VEGETABLES                                  ,EGYPT A RP,TON,1475,0.58
FRESH VEGETABLES                                  ,GERMANY,TON,21,0.05
FRESH VEGETABLES                                  ,GREECE,TON,0,0
FRESH VEGETABLES                                  ,HUNGARY,TON,0,0
FRESH VEGETABLES                                  ,INDONESIA,TON,138,0.14
FRESH VEGETABLES                                  ,IRAN,TON,812,0.18
FRESH VEGETABLES                                  ,ITALY,TON,0,0
FRESH VEGETABLES                                  ,JAPAN,TON,0,0
FRESH VEGETABLES                                  ,KOREA RP,TON,0,0
FRESH VEGETABLES                                  ,MALAYSIA,TON,0,0
FRESH VEGETABLES                                  ,NEPAL,TON,10338,1.07
FRESH VEGETABLES                                  ,NETHERLAND,TON,0,0
FRESH VEGETABLES                                  ,NIGER,TON,0,0
FRESH VEGETABLES                                  ,NIGERIA,TON,0,0
FRESH VEGETABLES                                  ,OMAN,TON,15,0.02
FRESH VEGETABLES                                  ,PERU,TON,2,0.02
FRESH VEGETABLES                                  ,POLAND,TON,0,0
FRESH VEGETABLES                                  ,RUSSIA,TON,0,0
FRESH VEGETABLES                                  ,SINGAPORE,TON,0,0
FRESH VEGETABLES                                  ,SRI LANKA DSR,TON,0,0
FRESH VEGETABLES                                  ,TAIWAN,TON,0,0
FRESH VEGETABLES                                  ,THAILAND,TON,272,1.48
FRESH VEGETABLES                                  ,TURKEY,TON,461,0.25
FRESH VEGETABLES                                  ,U ARAB EMTS,TON,2126,1.08
FRESH VEGETABLES                                  ,U K,TON,32,0.06
FRESH VEGETABLES                                  ,U S A,TON,0,0
FRESH VEGETABLES                                  ,UNSPECIFIED,TON,45,0.07
FRESH VEGETABLES                                  ,VIETNAM SOC REP,TON,0,0
PROCESSED FRUITS AND JUICES                       ,AFGHANISTAN,KGS,4997025,19.81
PROCESSED FRUITS AND JUICES                       ,ARGENTINA,KGS,432846,1.18
PROCESSED FRUITS AND JUICES                       ,AUSTRALIA,KGS,531924,1.78
PROCESSED FRUITS AND JUICES                       ,AUSTRIA,KGS,2525,0.04
PROCESSED FRUITS AND JUICES                       ,BAHARAIN IS,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,BANGLADESH PR,KGS,312407,0.49
PROCESSED FRUITS AND JUICES                       ,BELGIUM,KGS,863909,2.87
PROCESSED FRUITS AND JUICES                       ,BHUTAN,KGS,938229,0.68
PROCESSED FRUITS AND JUICES                       ,BRAZIL,KGS,3013455,5
PROCESSED FRUITS AND JUICES                       ,BULGARIA,KGS,14976,0.04
PROCESSED FRUITS AND JUICES                       ,CANADA,KGS,349865,0.99
PROCESSED FRUITS AND JUICES                       ,CHILE,KGS,311906,0.87
PROCESSED FRUITS AND JUICES                       ,CHINA P RP,KGS,15704337,20.16
PROCESSED FRUITS AND JUICES                       ,COSTA RICA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,CROATIA,KGS,25630,0.12
PROCESSED FRUITS AND JUICES                       ,CYPRUS,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,DENMARK,KGS,19112,0.08
PROCESSED FRUITS AND JUICES                       ,EGYPT A RP,KGS,807880,0.68
PROCESSED FRUITS AND JUICES                       ,ESTONIA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,FRANCE,KGS,205679,1.07
PROCESSED FRUITS AND JUICES                       ,GEORGIA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,GERMANY,KGS,188208,0.81
PROCESSED FRUITS AND JUICES                       ,GREECE,KGS,158443,0.13
PROCESSED FRUITS AND JUICES                       ,GUATEMALA,KGS,6,0
PROCESSED FRUITS AND JUICES                       ,HONG KONG,KGS,2966,0.05
PROCESSED FRUITS AND JUICES                       ,INDONESIA,KGS,71540,0.12
PROCESSED FRUITS AND JUICES                       ,IRAN,KGS,3031294,2.81
PROCESSED FRUITS AND JUICES                       ,ISRAEL,KGS,4114180,7.8
PROCESSED FRUITS AND JUICES                       ,ITALY,KGS,326741,2.69
PROCESSED FRUITS AND JUICES                       ,JAPAN,KGS,1269,0.02
PROCESSED FRUITS AND JUICES                       ,JORDAN,KGS,9300,0.02
PROCESSED FRUITS AND JUICES                       ,KENYA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,KOREA RP,KGS,10829,0.32
PROCESSED FRUITS AND JUICES                       ,LAO PD RP,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,LEBANON,KGS,20,0
PROCESSED FRUITS AND JUICES                       ,LITHUANIA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,MALAYSIA,KGS,253503,0.6
PROCESSED FRUITS AND JUICES                       ,MALTA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,MAURITIUS,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,MEXICO,KGS,6504,0.04
PROCESSED FRUITS AND JUICES                       ,MOLDOVA,KGS,25465,0.03
PROCESSED FRUITS AND JUICES                       ,NEPAL,KGS,3377,0.02
PROCESSED FRUITS AND JUICES                       ,NETHERLAND,KGS,1765738,5.51
PROCESSED FRUITS AND JUICES                       ,NEW ZEALAND,KGS,14212,0.12
PROCESSED FRUITS AND JUICES                       ,NIGERIA,KGS,2901,0
PROCESSED FRUITS AND JUICES                       ,OMAN,KGS,17044,0.03
PROCESSED FRUITS AND JUICES                       ,PAKISTAN IR,KGS,73890,0.13
PROCESSED FRUITS AND JUICES                       ,PARAGUAY,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,PERU,KGS,113540,0.82
PROCESSED FRUITS AND JUICES                       ,PHILIPPINES,KGS,2426954,3.48
PROCESSED FRUITS AND JUICES                       ,POLAND,KGS,181105,0.81
PROCESSED FRUITS AND JUICES                       ,PORTUGAL,KGS,2543,0.01
PROCESSED FRUITS AND JUICES                       ,QATAR,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,SAUDI ARAB,KGS,2400,0
PROCESSED FRUITS AND JUICES                       ,SERBIA,KGS,3902,0.01
PROCESSED FRUITS AND JUICES                       ,SINGAPORE,KGS,645585,1.67
PROCESSED FRUITS AND JUICES                       ,SLOVENIA,KGS,883,0.01
PROCESSED FRUITS AND JUICES                       ,SOUTH AFRICA,KGS,846026,1.34
PROCESSED FRUITS AND JUICES                       ,SPAIN,KGS,1311968,2.96
PROCESSED FRUITS AND JUICES                       ,SRI LANKA DSR,KGS,490645,1.2
PROCESSED FRUITS AND JUICES                       ,SWEDEN,KGS,9032,0.04
PROCESSED FRUITS AND JUICES                       ,SWITZERLAND,KGS,153,0
PROCESSED FRUITS AND JUICES                       ,TAIWAN,KGS,41879,0.09
PROCESSED FRUITS AND JUICES                       ,TANZANIA REP,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,THAILAND,KGS,3981065,10.16
PROCESSED FRUITS AND JUICES                       ,TUNISIA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,TURKEY,KGS,6890236,9.26
PROCESSED FRUITS AND JUICES                       ,U ARAB EMTS,KGS,646224,1.24
PROCESSED FRUITS AND JUICES                       ,U K,KGS,459131,0.97
PROCESSED FRUITS AND JUICES                       ,U S A,KGS,5102308,13.57
PROCESSED FRUITS AND JUICES                       ,UGANDA,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,UKRAINE,KGS,20004,0.09
PROCESSED FRUITS AND JUICES                       ,UNSPECIFIED,KGS,0,0
PROCESSED FRUITS AND JUICES                       ,VIETNAM SOC REP,KGS,1379117,8.96
PROCESSED VEGETABLES                              ,ALGERIA,KGS,0,0
PROCESSED VEGETABLES                              ,AUSTRALIA,KGS,4152,0.01
PROCESSED VEGETABLES                              ,BANGLADESH PR,KGS,192081,0.25
PROCESSED VEGETABLES                              ,BELGIUM,KGS,60011,0.11
PROCESSED VEGETABLES                              ,BHUTAN,KGS,111189,0.1
PROCESSED VEGETABLES                              ,BRAZIL,KGS,0,0
PROCESSED VEGETABLES                              ,CANADA,KGS,76,0
PROCESSED VEGETABLES                              ,CHILE,KGS,3223,0.02
PROCESSED VEGETABLES                              ,CHINA P RP,KGS,5624139,7.66
PROCESSED VEGETABLES                              ,EGYPT A RP,KGS,1140534,1.73
PROCESSED VEGETABLES                              ,FRANCE,KGS,6556,0.05
PROCESSED VEGETABLES                              ,GERMANY,KGS,274082,1.05
PROCESSED VEGETABLES                              ,GREECE,KGS,20492,0.09
PROCESSED VEGETABLES                              ,HUNGARY,KGS,8324,0.03
PROCESSED VEGETABLES                              ,INDONESIA,KGS,0,0
PROCESSED VEGETABLES                              ,IRAN,KGS,31955,0.04
PROCESSED VEGETABLES                              ,ISRAEL,KGS,1904,0.02
PROCESSED VEGETABLES                              ,ITALY,KGS,2005585,1.98
PROCESSED VEGETABLES                              ,JAPAN,KGS,3155,0.07
PROCESSED VEGETABLES                              ,KOREA RP,KGS,55351,0.2
PROCESSED VEGETABLES                              ,MADAGASCAR,KGS,1,0
PROCESSED VEGETABLES                              ,MALAYSIA,KGS,612,0
PROCESSED VEGETABLES                              ,MEXICO,KGS,22906,0.05
PROCESSED VEGETABLES                              ,MOROCCO,KGS,146442,0.28
PROCESSED VEGETABLES                              ,NEPAL,KGS,39000,0.2
PROCESSED VEGETABLES                              ,NETHERLAND,KGS,655494,0.62
PROCESSED VEGETABLES                              ,NEW ZEALAND,KGS,12614,0.04
PROCESSED VEGETABLES                              ,NIGERIA,KGS,13169,0.01
PROCESSED VEGETABLES                              ,NORWAY,KGS,0,0
PROCESSED VEGETABLES                              ,PAKISTAN IR,KGS,0,0
PROCESSED VEGETABLES                              ,PERU,KGS,0,0
PROCESSED VEGETABLES                              ,PHILIPPINES,KGS,0,0
PROCESSED VEGETABLES                              ,POLAND,KGS,600,0
PROCESSED VEGETABLES                              ,PORTUGAL,KGS,32829,0.06
PROCESSED VEGETABLES                              ,SINGAPORE,KGS,7107,0.03
PROCESSED VEGETABLES                              ,SPAIN,KGS,3445453,6.37
PROCESSED VEGETABLES                              ,SRI LANKA DSR,KGS,2500,0
PROCESSED VEGETABLES                              ,SUDAN,KGS,0,0
PROCESSED VEGETABLES                              ,SWITZERLAND,KGS,0,0
PROCESSED VEGETABLES                              ,TAIWAN,KGS,18622,0.07
PROCESSED VEGETABLES                              ,THAILAND,KGS,1511378,1.87
PROCESSED VEGETABLES                              ,TUNISIA,KGS,3780,0.03
PROCESSED VEGETABLES                              ,TURKEY,KGS,209081,0.34
PROCESSED VEGETABLES                              ,U ARAB EMTS,KGS,230654,0.21
PROCESSED VEGETABLES                              ,U K,KGS,204212,0.38
PROCESSED VEGETABLES                              ,U S A,KGS,4614404,4.06
PROCESSED VEGETABLES                              ,UKRAINE,KGS,0,0
PROCESSED VEGETABLES                              ,UNSPECIFIED,KGS,0,0
PROCESSED VEGETABLES                              ,VIETNAM SOC REP,KGS,357,0.01
PULP AND WASTE PAPER                              ,AUSTRIA,KGS,27138820,19.27
PULP AND WASTE PAPER                              ,BELARUS,KGS,184415,0.16
PULP AND WASTE PAPER                              ,BELGIUM,KGS,17972761,10.92
PULP AND WASTE PAPER                              ,BRAZIL,KGS,7922784,6.89
PULP AND WASTE PAPER                              ,BULGARIA,KGS,0,0
PULP AND WASTE PAPER                              ,CANADA,KGS,310724747,231.61
PULP AND WASTE PAPER                              ,CHILE,KGS,89471746,75.94
PULP AND WASTE PAPER                              ,CHINA P RP,KGS,7895429,24.37
PULP AND WASTE PAPER                              ,CROATIA,KGS,457191,0.23
PULP AND WASTE PAPER                              ,ESTONIA,KGS,43253627,24.32
PULP AND WASTE PAPER                              ,FINLAND,KGS,27442895,17.99
PULP AND WASTE PAPER                              ,FRANCE,KGS,703625,0.6
PULP AND WASTE PAPER                              ,GEORGIA,KGS,215530,0.23
PULP AND WASTE PAPER                              ,GERMANY,KGS,65455093,69.86
PULP AND WASTE PAPER                              ,GREECE,KGS,0,0
PULP AND WASTE PAPER                              ,HONG KONG,KGS,105150622,85.01
PULP AND WASTE PAPER                              ,HUNGARY,KGS,0,0
PULP AND WASTE PAPER                              ,ICELAND,KGS,786806,0.59
PULP AND WASTE PAPER                              ,INDONESIA,KGS,237089848,164.57
PULP AND WASTE PAPER                              ,IRAN,KGS,0,0
PULP AND WASTE PAPER                              ,ITALY,KGS,4649926,3.75
